"ETHNICITY","Ethnic group","YEAR","Year","SEX","Sex","AREA","Area","AGE","Age group",Value,Flags
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2152","Woodbury","999999","Total people - age group",96,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2157","Winchester","999999","Total people - age group",261,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2158","Temuka","999999","Total people - age group",4254,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2159","Waipopo","999999","Total people - age group",78,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2160","Milford Huts","999999","Total people - age group",66,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2165","Inland water Mackenzie District","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2166","Other rural Mackenzie District","999999","Total people - age group",1581,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2167","Tekapo","999999","Total people - age group",363,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2168","Twizel","999999","Total people - age group",1152,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2169","Fairlie","999999","Total people - age group",861,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2174","Waimate","999999","Total people - age group",3285,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2175","Glenavy","999999","Total people - age group",201,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2176","Inlet Chatham Islands","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2177","Waitangi (Chatham Islands)","999999","Total people - age group",168,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2182","Otematata","999999","Total people - age group",186,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2183","Other rural Waitaki District","999999","Total people - age group",5805,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2184","Kurow","999999","Total people - age group",321,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2185","Duntroon","999999","Total people - age group",75,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2190","Kakanui","999999","Total people - age group",342,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2191","Hampden","999999","Total people - age group",300,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2192","Moeraki","999999","Total people - age group",114,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2193","Palmerston","999999","Total people - age group",891,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2194","Pisa Moorings","999999","Total people - age group",345,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2199","Omakau","999999","Total people - age group",294,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2200","Alexandra","999999","Total people - age group",4800,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2201","Other rural Central Otago District","999999","Total people - age group",5088,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2202","Lake Roxburgh Village","999999","Total people - age group",75,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2207","Millers Flat","999999","Total people - age group",90,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2208","Glenorchy","999999","Total people - age group",261,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2209","Other rural Queenstown-Lakes District","999999","Total people - age group",2943,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2210","Inland water Queenstown-Lakes District","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2226","Karitane","999999","Total people - age group",360,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","6018","Oceanic Canterbury Region","999999","Total people - age group",12,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2224","Outram","999999","Total people - age group",708,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","6901","Oceanic outside region","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","6010","Oceanic West Coast Region","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2275","Gore","999999","Total people - age group",7692,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2251","Kaka Point","999999","Total people - age group",222,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2235","Aramoana","999999","Total people - age group",87,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2249","Taieri Mouth","999999","Total people - age group",195,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2234","Inlets Dunedin City","999999","Total people - age group",3,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2218","Lake Hayes","999999","Total people - age group",1956,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2232","Brighton","999999","Total people - age group",1446,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2257","Other rural Southland District","999999","Total people - age group",18276,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2241","Clinton","999999","Total people - age group",282,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2277","Inlets Southland District","999999","Total people - age group",21,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2243","Balclutha","999999","Total people - age group",3987,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2227","Allanton","999999","Total people - age group",258,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2242","Inland water Clutha District","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","6012","Oceanic Marlborough Region","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2244","Waihola","999999","Total people - age group",354,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2267","Riversdale","999999","Total people - age group",402,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2252","Inlet Clutha District","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","6013","Oceanic Manawatu-Wanganui Region","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2259","Ohai","999999","Total people - age group",306,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2250","Owaka","999999","Total people - age group",306,
